"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005201","GO:0005201","extracellular matrix structural constituent","34/2643","64/11492",1.5450590525132e-07,1.27256681961541e-05,1.09410880273662e-05,"Lamb1/Nid1/Pcolce2/Ntn1/Nid2/Matn2/Col14a1/Col11a2/Lama3/Efemp2/Col7a1/Lamc2/Col5a1/Fbn1/Ecm1/Col15a1/Tinagl1/Sspo/Creld1/Mfge8/Col4a5/Slit2/Bmper/Tinag/Tnxb/Scara3/Igfbp7/Ltbp4/Prelp/Vwa1/Col27a1/Dmbt1/Col6a3/Col8a1",34
"GO:0015267","GO:0015267","channel activity","65/2643","160/11492",4.2005643158269e-07,2.83714381620976e-05,2.43927782502059e-05,"Aqp1/Kcnq1/Kcnd1/Trpv4/Piezo1/Cybb/Anxa6/Scn1b/Slc1a4/Cacna1g/Cacnb1/Chrna2/Clcn2/Clic6/Slc40a1/Grin1/Lrrc26/P2rx3/Kcnab1/Clca3a2/Kcnab2/P2rx7/P2rx4/Clcn1/Itpr2/Scnn1a/Trpm1/Tmc5/Gabre/Grik4/Aqp9/Scn5a/Tpcn1/Trpc1/Catsper2/Ano7/Gjc1/Kcne3/Ttyh3/Clca3b/Kcnk2/Trpm4/Kcnh2/Chrnb1/Cftr/Cacna2d4/Piezo2/Aqp11/Trpv3/Orai3/Lrrc8d/Gjb4/Pkd1l1/Gjb1/Otop2/Tmem37/Gja1/Clca3a1/Gjc3/Ptk2b/Ncs1/Kcnc3/Slc24a3/Lrrc8b/Slc4a11",65
"GO:0022803","GO:0022803","passive transmembrane transporter activity","65/2643","160/11492",4.2005643158269e-07,2.83714381620976e-05,2.43927782502059e-05,"Aqp1/Kcnq1/Kcnd1/Trpv4/Piezo1/Cybb/Anxa6/Scn1b/Slc1a4/Cacna1g/Cacnb1/Chrna2/Clcn2/Clic6/Slc40a1/Grin1/Lrrc26/P2rx3/Kcnab1/Clca3a2/Kcnab2/P2rx7/P2rx4/Clcn1/Itpr2/Scnn1a/Trpm1/Tmc5/Gabre/Grik4/Aqp9/Scn5a/Tpcn1/Trpc1/Catsper2/Ano7/Gjc1/Kcne3/Ttyh3/Clca3b/Kcnk2/Trpm4/Kcnh2/Chrnb1/Cftr/Cacna2d4/Piezo2/Aqp11/Trpv3/Orai3/Lrrc8d/Gjb4/Pkd1l1/Gjb1/Otop2/Tmem37/Gja1/Clca3a1/Gjc3/Ptk2b/Ncs1/Kcnc3/Slc24a3/Lrrc8b/Slc4a11",65
"GO:0070851","GO:0070851","growth factor receptor binding","43/2643","92/11492",4.38410744226674e-07,2.83714381620976e-05,2.43927782502059e-05,"Fer/Pdgfb/Il11/Pgf/Vav2/Pten/Gata3/Csf2/Fyn/Agr2/Il1rap/Vegfa/Tslp/Hbegf/Ptprj/Il6/Pdgfa/Pigr/Il1rn/Il1f6/Egf/Ecm1/Klb/Pdgfra/Ereg/Areg/Tgfa/Vegfd/Angpt2/Vegfc/Fam83b/Vav3/Fgf1/Socs5/Fgf2/Csf3/Il7/Cblc/Lyn/Shc1/Flrt1/Grem1/Btc",43
"GO:0022838","GO:0022838","substrate-specific channel activity","60/2643","148/11492",1.25582286327946e-06,7.58517009420796e-05,6.52146609703019e-05,"Aqp1/Kcnq1/Kcnd1/Trpv4/Piezo1/Anxa6/Scn1b/Slc1a4/Cacna1g/Cacnb1/Chrna2/Clcn2/Clic6/Slc40a1/Grin1/Lrrc26/P2rx3/Kcnab1/Clca3a2/Kcnab2/P2rx7/P2rx4/Clcn1/Itpr2/Scnn1a/Trpm1/Tmc5/Gabre/Grik4/Aqp9/Scn5a/Tpcn1/Trpc1/Catsper2/Ano7/Gjc1/Kcne3/Ttyh3/Clca3b/Kcnk2/Trpm4/Kcnh2/Chrnb1/Cftr/Cacna2d4/Piezo2/Aqp11/Trpv3/Orai3/Lrrc8d/Pkd1l1/Otop2/Tmem37/Clca3a1/Ptk2b/Ncs1/Kcnc3/Slc24a3/Lrrc8b/Slc4a11",60
"GO:0005216","GO:0005216","ion channel activity","58/2643","142/11492",1.40846608730472e-06,7.975439219363e-05,6.85700595135195e-05,"Aqp1/Kcnq1/Kcnd1/Trpv4/Piezo1/Anxa6/Scn1b/Slc1a4/Cacna1g/Cacnb1/Chrna2/Clcn2/Clic6/Slc40a1/Grin1/Lrrc26/P2rx3/Kcnab1/Clca3a2/Kcnab2/P2rx7/P2rx4/Clcn1/Itpr2/Scnn1a/Trpm1/Tmc5/Gabre/Grik4/Scn5a/Tpcn1/Trpc1/Catsper2/Ano7/Gjc1/Kcne3/Ttyh3/Clca3b/Kcnk2/Trpm4/Kcnh2/Chrnb1/Cftr/Cacna2d4/Piezo2/Trpv3/Orai3/Lrrc8d/Pkd1l1/Otop2/Tmem37/Clca3a1/Ptk2b/Ncs1/Kcnc3/Slc24a3/Lrrc8b/Slc4a11",58
"GO:0004930","GO:0004930","G protein-coupled receptor activity","39/2643","84/11492",1.83611561654358e-06,9.66291733562046e-05,8.30784109255157e-05,"Inpp5k/Gprc5b/Adgrl1/Lgr5/Bdkrb2/F2rl1/Fzd6/Adgrg7/Crcp/P2ry1/Adgrb2/Agtrap/Adgrg2/Adgra2/Adgrg1/Nlrp6/Ptger4/Olfr56/Adgrf1/Adora1/Lgr6/Gpr153/Ackr3/Fzd5/Ccr4/Sstr2/P2ry6/Mrgpre/Gpr55/Fzd4/Adra1b/Gpr141/Ffar4/Calcrl/Adgrg3/Sphk1/Vmn1r43/Vmn2r3/Vmn2r29",39
"GO:0004252","GO:0004252","serine-type endopeptidase activity","31/2643","61/11492",1.91978490111665e-06,9.66291733562046e-05,8.30784109255157e-05,"Tmprss2/Htra1/Tmprss6/Prep/Dcbld1/Plau/Mcpt8/Mcpt2/Mcpt1/Proc/Habp2/Rhbdl1/Rhbdd1/Pamr1/F3/Hgfac/Plat/Hp/Tmprss4/Ctsh/Ltf/Mst1/Parl/C1s1/C1rl/Lonp1/Prss22/C1ra/Mcpt4/Tmprss11g/Cfb",31
"GO:0008083","GO:0008083","growth factor activity","33/2643","67/11492",2.22655381672596e-06,0.000106171460944933,9.128253874666e-05,"Pdgfb/Il11/Pgf/Csf2/Tgfb3/Vegfa/Hbegf/Il6/Pdgfa/Egf/Ereg/Areg/Tgfa/Gkn1/Vegfd/Vegfc/Il34/Lif/Gpi1/Fgf1/Fgf2/Csf3/Gdf15/Bmp6/Tgfb2/Cdnf/Il7/Osgin2/Inhba/Fgf11/Bdnf/Prl2c2/Btc",33
"GO:0005261","GO:0005261","cation channel activity","43/2643","99/11492",4.92337861973633e-06,0.000212408620451482,0.000182621562837338,"Aqp1/Kcnq1/Kcnd1/Trpv4/Piezo1/Anxa6/Scn1b/Cacna1g/Cacnb1/Chrna2/Slc40a1/Grin1/Lrrc26/P2rx3/Kcnab1/Kcnab2/P2rx7/P2rx4/Itpr2/Scnn1a/Trpm1/Grik4/Scn5a/Tpcn1/Trpc1/Catsper2/Kcne3/Kcnk2/Trpm4/Kcnh2/Chrnb1/Cacna2d4/Piezo2/Trpv3/Orai3/Pkd1l1/Otop2/Tmem37/Ptk2b/Ncs1/Kcnc3/Slc24a3/Slc4a11",43
"GO:0022839","GO:0022839","ion gated channel activity","43/2643","99/11492",4.92337861973633e-06,0.000212408620451482,0.000182621562837338,"Aqp1/Kcnq1/Kcnd1/Trpv4/Cybb/Anxa6/Scn1b/Cacna1g/Cacnb1/Chrna2/Clcn2/Clic6/Grin1/Lrrc26/P2rx3/Kcnab1/Clca3a2/Kcnab2/P2rx7/P2rx4/Clcn1/Itpr2/Scnn1a/Gabre/Grik4/Scn5a/Tpcn1/Catsper2/Ano7/Kcne3/Ttyh3/Clca3b/Kcnk2/Trpm4/Kcnh2/Chrnb1/Cftr/Cacna2d4/Tmem37/Clca3a1/Ptk2b/Ncs1/Kcnc3",43
"GO:0004866","GO:0004866","endopeptidase inhibitor activity","34/2643","72/11492",5.20499801860205e-06,0.000212563661385507,0.000182754861653625,"Rps6ka1/Nol3/Slpi/Timp2/Arrb1/Timp3/Naip1/C3/Col7a1/Vil1/Serpine2/Serpinb8/Spint1/Cst9/Cst3/Ambp/Spink4/Serpina7/Agt/Ltf/Itih2/Serpine1/Serpinf2/Serpinb1a/Serpinb9/Pbp2/Serpinb1b/Serpinb9g/Serpinb5/Serpina1b/Naip5/Wfdc3/Naip6/Naip2",34
"GO:0017171","GO:0017171","serine hydrolase activity","37/2643","81/11492",5.39620773936718e-06,0.000212563661385507,0.000182754861653625,"Tmprss2/Lipe/Htra1/Tmprss6/Prep/Dcbld1/Ace/Plau/Mcpt8/Mcpt2/Mcpt1/Ache/Proc/Sec11c/Habp2/Rhbdl1/Rhbdd1/Pamr1/Aadac/F3/Hgfac/Plat/Hp/Tmprss4/Ctsh/Ltf/Mst1/Parl/C1s1/C1rl/Lonp1/Prss22/Cpvl/C1ra/Mcpt4/Tmprss11g/Cfb",37
"GO:0022836","GO:0022836","gated channel activity","46/2643","109/11492",6.00148972093467e-06,0.000226556236965284,0.000194785192697003,"Aqp1/Kcnq1/Kcnd1/Trpv4/Piezo1/Cybb/Anxa6/Scn1b/Cacna1g/Cacnb1/Chrna2/Clcn2/Clic6/Grin1/Lrrc26/P2rx3/Kcnab1/Clca3a2/Kcnab2/P2rx7/P2rx4/Clcn1/Itpr2/Scnn1a/Tmc5/Gabre/Grik4/Scn5a/Tpcn1/Catsper2/Ano7/Kcne3/Ttyh3/Clca3b/Kcnk2/Trpm4/Kcnh2/Chrnb1/Cftr/Cacna2d4/Piezo2/Tmem37/Clca3a1/Ptk2b/Ncs1/Kcnc3",46
"GO:0005044","GO:0005044","scavenger receptor activity","16/2643","24/11492",6.28985367202712e-06,0.000227944297074263,0.000195978598623161,"Tmprss2/Susd2/Scarf2/Enpp3/Hhipl1/Scara5/Megf10/Loxl4/Tinagl1/Tmprss4/Lgals3bp/Loxl2/Scarf1/Stab1/Ackr3/Dmbt1",16
"GO:0038024","GO:0038024","cargo receptor activity","28/2643","56/11492",8.96737027739927e-06,0.000312478364281682,0.000268658056893743,"Itgb2/Tmprss2/Hip1r/Susd2/Scarf2/Arrb1/Enpp3/Asgr1/Hhipl1/Scara5/Dab2/Megf10/Loxl4/Mrc1/Cubn/Tinagl1/Tfr2/Tmprss4/Ldlr/Myo6/Lgals3bp/Loxl2/Scarf1/Lrp1/Stab1/Apobr/Ackr3/Dmbt1",28
"GO:0030414","GO:0030414","peptidase inhibitor activity","34/2643","74/11492",1.0988794693764e-05,0.000368735110835191,0.000317025655882469,"Rps6ka1/Nol3/Slpi/Timp2/Arrb1/Timp3/Naip1/C3/Col7a1/Vil1/Serpine2/Serpinb8/Spint1/Cst9/Cst3/Ambp/Spink4/Serpina7/Agt/Ltf/Itih2/Serpine1/Serpinf2/Serpinb1a/Serpinb9/Pbp2/Serpinb1b/Serpinb9g/Serpinb5/Serpina1b/Naip5/Wfdc3/Naip6/Naip2",34
"GO:0004867","GO:0004867","serine-type endopeptidase inhibitor activity","20/2643","35/11492",1.34750312398885e-05,0.000436013510833535,0.000374869290132237,"Slpi/Col7a1/Serpine2/Serpinb8/Spint1/Ambp/Spink4/Serpina7/Agt/Itih2/Serpine1/Serpinf2/Serpinb1a/Serpinb9/Pbp2/Serpinb1b/Serpinb9g/Serpinb5/Serpina1b/Wfdc3",20
"GO:0061135","GO:0061135","endopeptidase regulator activity","35/2643","78/11492",1.55769160004789e-05,0.000486644341256342,0.00041839992160996,"Rps6ka1/Nol3/Slpi/Timp2/Arrb1/Timp3/Vsir/Naip1/C3/Col7a1/Vil1/Serpine2/Serpinb8/Spint1/Cst9/Cst3/Ambp/Spink4/Serpina7/Agt/Ltf/Itih2/Serpine1/Serpinf2/Serpinb1a/Serpinb9/Pbp2/Serpinb1b/Serpinb9g/Serpinb5/Serpina1b/Naip5/Wfdc3/Naip6/Naip2",35
"GO:0015081","GO:0015081","sodium ion transmembrane transporter activity","26/2643","52/11492",1.86514304421828e-05,0.00056327319935392,0.000484282755340887,"Slc1a2/Slc5a6/Scn1b/Slc28a3/Slc6a18/Cpox/Slc4a8/Slc9a2/Slc9a4/Atp1b1/Slc28a2/Slc23a2/Slc20a1/Slc6a9/Slc5a9/Slc9a1/Slc34a2/Slc6a6/Scnn1a/Grik4/Scn5a/Slc8b1/Atp1a1/Slc24a3/Slc4a5/Slc4a11",26
"GO:0008236","GO:0008236","serine-type peptidase activity","34/2643","76/11492",2.21855955433116e-05,0.00064839192136259,0.000557464879526335,"Tmprss2/Htra1/Tmprss6/Prep/Dcbld1/Ace/Plau/Mcpt8/Mcpt2/Mcpt1/Proc/Sec11c/Habp2/Rhbdl1/Rhbdd1/Pamr1/F3/Hgfac/Plat/Hp/Tmprss4/Ctsh/Ltf/Mst1/Parl/C1s1/C1rl/Lonp1/Prss22/Cpvl/C1ra/Mcpt4/Tmprss11g/Cfb",34
"GO:0061134","GO:0061134","peptidase regulator activity","42/2643","101/11492",2.30942910841905e-05,0.000653857116321142,0.000562163664549373,"Rps6ka1/Cav1/Nol3/Pcolce2/Slpi/Timp2/Arrb1/Timp3/Vsir/Naip1/C3/Bad/Col7a1/Vil1/Serpine2/Serpinb8/Spint1/Cst9/Cst3/Ambp/Spink4/Pcolce/Serpina7/Agt/Ctsh/Ltf/Itih2/Serpine1/Serpinf2/Serpinb1a/Serpinb9/Pbp2/Serpinb1b/Serpinb9g/Tank/Serpinb5/Serpina1b/Naip5/Acrbp/Wfdc3/Naip6/Naip2",42
"GO:0046873","GO:0046873","metal ion transmembrane transporter activity","64/2643","175/11492",3.08857726138411e-05,0.000847954848125457,0.000729042160581896,"Aqp1/Slc1a2/Slc30a4/Atp7b/Slc5a6/Kcnq1/Kcnd1/Trpv4/Slc12a7/Anxa6/Scn1b/Cacna1g/Cacnb1/Slc28a3/Slc6a18/Cpox/Slc4a8/Slc40a1/Slc9a2/Slc9a4/Atp2b4/Atp1b1/Grin1/Lrrc26/Slc28a2/Slc23a2/Slc20a1/Kcnab1/Slc6a9/Slc5a9/Slc9a1/Kcnab2/Slc34a2/P2rx4/Tfr2/Slc6a6/Itpr2/Scnn1a/Trpm1/Grik4/Scn5a/Trf/Tpcn1/Slc8b1/Trpc1/Atp1a1/Catsper2/Kcne3/Kcnk2/Trpm4/Kcnh2/Nipal2/Cacna2d4/Trpv3/Orai3/Pkd1l1/Tmem37/Ncs1/Kcnc3/Slc39a4/Slc24a3/Nipal1/Slc4a5/Slc4a11",64
"GO:0005496","GO:0005496","steroid binding","29/2643","65/11492",9.27771932321501e-05,0.00247223932553906,0.00212554560346102,"Gramd1a/Apoe/Sult2b1/Stard3/Anxa6/Osbpl8/Vdr/Soat2/Stard4/Nr3c1/Paqr8/Rorc/Scp2/Prom1/Hsd11b2/Apoa1/Cyp11a1/Atp1a1/Cd81/Crp/Nfe2l1/S100g/Osbpl10/Osbpl6/Ar/Nr1h4/Gstm1/Ugt1a1/Ugt1a9",29
"GO:0008146","GO:0008146","sulfotransferase activity","14/2643","23/11492",0.000107080093612925,0.00277184470895171,0.00238313591800193,"Sult2b1/Sult1c2/Chst1/Ndst3/Sult1b1/Sult1d1/Sult1a1/Chst2/Chst11/Chst4/Chst12/Gal3st1/Chst8/Gal3st2",14
"GO:0030246","GO:0030246","carbohydrate binding","52/2643","141/11492",0.000128911221209761,0.003244265733779,0.00278930712559133,"Lgals9/Ugp2/Slc2a3/Susd2/M6pr/Adgrl1/Col20a1/Enpp3/Hkdc1/Pfkl/Asgr1/Sftpd/Mrc1/Slc2a8/Eng/Fcna/Manba/Fuca1/Tinagl1/H6pd/Reg3g/Clec2d/Klra2/Acan/G6pdx/Galnt7/Pygb/Pfkm/Loxl2/Egln3/Galm/Gpi1/P3h2/Itln1/Siglecf/Galnt12/Eva1c/Os9/Fbxo2/Lgals2/Cd24a/Stbd1/Mlec/P4ha3/Rpia/Lgals4/Pla2r1/Gckr/Layn/Ganc/C4b/Galnt4",52
